gotu	covered_length	total_length	coverage_ratio	strain
G000153565	1011	3552236	0.00028460946851504237	Bermanella marisrubri RED65
G001932795	1011	3429719	0.0002947763359039035	Piscirickettsia salmonis PM51819A
G000832545	1011	5988187	0.00016883240286250244	Pedobacter sp. NL19 ASM83254v1
G000612825	1010	7966608	0.00012677917628180023	Mycobacterium mageritense DSM 44476 = CIP 104973
G000745955	1010	2762031	0.0003656729413971096	Alysiella crassa DSM 2578
G000243275	1010	4301842	0.00023478314638241015	Myroides odoratus DSM 2801
G000194135	1009	1694430	0.0005954804860631599	Hippea maritima DSM 10411
G001402875	1007	3724841	0.0002703471101182574	Blastochloris viridis ATCC 19567
G000497425	1007	8726876	0.0001153906621338495	Streptomyces niveus NCIMB 11891
G000421565	1005	4303916	0.0002335082747897496	Agromyces subbeticus DSM 16689
G000430825	1003	4214564	0.00023798428496992808	Chryseobacterium daeguense DSM 19388
G000744435	1001	1714776	0.0005837497142483916	Hippea jasoniae Mar08-272r
G900116115	1000	3484703	0.00028696850205024645	Lutibacter maritimus DSM 24450
G000424625	999	5695417	0.00017540418901723965	Conexibacter woesei Iso977N
G001696705	999	5233788	0.0001908751367078682	Brevibacillus laterosporus Uniss_18
G001484965	999	3982201	0.0002508662922840911	Bacillus shacheensis HNA-14
G001574795	998	1859784	0.0005366214571154499	Francisella tularensis NO-13/2011
G000513295	998	4365796	0.00022859519776004193	Magnetospirillum gryphiswaldense MSR-1 v2 MSR-1
G000300295	997	3450064	0.00028898014645525416	Piscirickettsia salmonis LF-89 = ATCC VR-1361
G000376125	995	5643744	0.00017630140559174903	Martelella mediterranea DSM 17316
G900092135	995	3760249	0.0002646101361904491	Raineyella antarctica LZ-22
G000422405	994	3115873	0.0003190117183851845	Microbacterium luticocti DSM 19459
G000286895	994	5629095	0.0001765825590081532	Enterovibrio calviensis 1F-211
G001574565	994	1861692	0.0005339229045406007	Francisella tularensis NO-9/2011
G000695795	993	3792640	0.0002618228990887614	Flavobacterium seoulense EM1321
G001028585	991	2422062	0.00040915550468980565	Treponema endosymbiont of Eucomonympha sp. E12
G000711735	990	4185035	0.00023655716140964173	Desulfovibrio frigidus DSM 17176
G000379145	990	9484767	0.00010437789352126415	Bradyrhizobium elkanii USDA 76
G900044015	990	636713	0.0015548606672079884	Candidatus Hoaglandella endobia isolate HETPER
G001475935	990	5012346	0.00019751230262236486	Aureimonas ureilytica NS365
G000008565	989	3284156	0.0003011428202557978	Deinococcus radiodurans R1 ASM856v1
G000317065	988	4885680	0.00020222364133549474	Pseudanabaena sp. PCC 7367 ASM31706v1
G001723675	988	3209974	0.00030779065500219	Candidatus Marithrix sp. Canyon 246 ASM172367v1
G900142805	988	2516660	0.00039258382141409647	Salinicoccus alkaliphilus DSM 16010
G000328305	988	4348607	0.00022719919275298963	Arthrobacter crystallopoietes BAB-32
G000770635	987	4281464	0.00023052862291963682	Pontibacillus yanchengensis Y32
G001500315	986	2201708	0.0004478341360434717	Staphylococcus auricularis DSM 20609
G001995405	985	3256021	0.0003025164763986473	Salinivibrio sp. AR640 ASM199540v1
G000024025	984	10467782	9.400272187556066e-05	Catenulispora acidiphila DSM 44928
G000143765	984	5093512	0.00019318694056281795	Sphingobacterium spiritivorum ATCC 33861
G000227685	982	3756729	0.0002613976147866934	Thioalkalivibrio paradoxus ARh 1
G001603685	981	3735020	0.00026264919598824104	Bacteroidales bacterium Bact_23 ASM160368v1
G001431645	978	3923155	0.0002492891563040461	Stenotrophomonas panacihumi JCM 16536
G000375425	977	3831242	0.0002550086890882904	Gracilimonas tropica DSM 19535
G000011385	975	4659019	0.0002092715226102319	Gloeobacter violaceus PCC 7421
G000260835	975	3086951	0.00031584563538585486	Imtechella halotolerans K1
G000166055	974	4014469	0.00024262237421686405	Rhodomicrobium vannielii ATCC 17100
G001481755	974	2335773	0.00041699257590527847	Corynebacterium pseudotuberculosis E56
G000974445	973	10698154	9.095027048591748e-05	Lechevalieria aerocolonigenes NBRC 13195
G000294655	973	3805617	0.00025567470399675006	Phaeospirillum molischianum DSM 120
G000708045	973	3890033	0.00025012641280935146	Marinobacter nitratireducens AK21
G000153285	972	2627046	0.00036999732779707703	Synechococcus sp. WH 7805 ASM15328v1
G000632805	972	5396991	0.00018010035592054907	Dyella jiangningensis SBZ 3-12
G001399455	971	4922047	0.00019727564568156297	Vibrio bivalvicida 605
G000013345	971	5433628	0.00017870196487503376	Frankia casuarinae CcI3
G000698145	969	4170367	0.00023235365136929195	Geomicrobium sp. JCM 19039 ASM69814v1
G000526195	969	1742311	0.0005561578845567754	Hippea sp. KM1 ASM52619v1
G001613545	969	4751807	0.00020392242361695246	Terrimicrobium sacchariphilum NM-5
G000621625	968	4622888	0.00020939291628955752	Crocinitomix catalasitica ATCC 23190
G001298505	967	2337124	0.00041375639461149684	Corynebacterium pseudotuberculosis PO269-5
G000799335	967	5166119	0.00018718113152252204	Chryseobacterium sp. YR485 ASM79933v1
G900110425	967	4088599	0.00023651133309967546	Salinihabitans flavidus DSM 27842
G000010605	966	8545929	0.00011303627727307353	Streptomyces griseus subsp. griseus NBRC 13350
G000284135	966	3570004	0.0002705879321143618	Synechocystis sp. PCC 6803 substr. GT-I
G000334215	966	2847098	0.00033929285187935226	Halomonas jeotgali Hwa
G900116665	966	4209902	0.00022945902303664076	Pustulibacterium marinum CGMCC 1.12333
G000009725	965	3947019	0.00024448830877175915	Synechocystis sp. PCC 6803 ASM972v1
G000240225	964	5092500	0.00018929798723613158	Patulibacter medicamentivorans I11
G000737595	961	2572069	0.00037362916780226345	Synechococcus sp. KORDI-52 ASM73759v1
G001784565	960	2265812	0.000423689167503747	Candidatus Melainabacteria bacterium GWF2_37_15 ASM178456v1
G001583415	959	5349645	0.00017926423155181326	Mycobacterium phlei CCUG21000
G000428785	959	2118625	0.0004526520738686648	Conchiformibius kuhniae DSM 17694
G000420385	959	1749386	0.0005481923371971651	Hippea alviniae EP5-r
G000813845	956	4328053	0.00022088454092405985	Pseudarthrobacter phenanthrenivorans SWC37
G000021805	956	4787694	0.00019967859265859514	Cyanothece sp. PCC 8801 ASM2180v1
G001830895	956	925570	0.0010328770379333817	Tenericutes bacterium GWC2_39_45 ASM183089v1
G900114055	956	3852792	0.00024813174445960227	Thermoflavimicrobium dichotomicum DSM 44778
G001444425	955	3345119	0.00028549059091769233	Pseudohongiella spirulinae KCTC 32221
G000012525	954	2742269	0.00034788709641541364	Synechococcus elongatus PCC 7942
G900103915	954	2950395	0.000323346534955489	Tenuibacillus multivorans CGMCC 1.3442
G000243235	954	3966857	0.00024049266207478616	Gillisia limnaea DSM 15749
G000633935	954	3448426	0.0002766479547480503	Ectothiorhodospira haloalkaliphila ATCC 51935
G000186885	953	3851869	0.00024741236007766617	Desulfobulbus propionicus DSM 2032
G000786645	952	3988138	0.00023870788824258338	Halobacillus sp. BBL2006 ASM78664v1
G000332585	952	4858867	0.0001959304504527496	Microcystis aeruginosa DIANCHI905
G000299575	951	2897133	0.00032825555471564474	Oceaniovalibus guishaninsula JLT2003
G900111295	950	4435185	0.00021419625111466603	Salipaludibacillus aurantiacus S9
G001574495	950	1862501	0.000510066840232569	Francisella tularensis NO-4/2011
G000262405	950	7082538	0.0001341327077948611	Microvirga lotononidis WSM3557
G000332515	945	4081981	0.00023150524218510572	Leptospira wolbachii serovar Codice str. CDC
G001457455	945	2463666	0.00038357472157346	Corynebacterium diphtheriae NCTC11397
G000225445	944	653223	0.0014451420112274063	Buchnera aphidicola str. Ak (Acyrthosiphon kondoi) Ak
G000308635	944	7482555	0.0001261601150943762	Nocardia otitidiscaviarum NBRC 14405
G000686885	944	3158735	0.00029885381331450723	Flavobacterium sasangense DSM 21067
G001051235	943	4084870	0.0002308518998156612	Candidatus Competibacter denitrificans Run_A_D11
G000231055	942	4763852	0.00019773914051066238	Saccharomonospora azurea NA-128
G001567275	942	2962906	0.0003179311122256325	Bacteroidetes bacterium OLB10 ASM156727v1
G000767465	941	5457578	0.0001724208064456431	Novosphingobium pentaromativorans US6-1 ASM76746v1
G000416985	941	5126359	0.0001835610810713803	Sphingobacterium paucimobilis HER1398
G000330925	939	4849611	0.0001936237772472885	Microcystis aeruginosa TAIHU98
G000341345	938	3222008	0.00029112280292289776	Corynebacterium halotolerans YIM 70093 = DSM 44683 ASM34134v1
G000512355	938	2773209	0.0003382363175656793	Legionella oakridgensis ATCC 33761 = DSM 21215
G000359605	938	3034425	0.0003091195201726851	Gracilibacillus halophilus YIM-C55.5
G000686705	937	4101506	0.00022845267079945757	Clostridium hydrogeniformans DSM 21757
G000973545	937	773940	0.0012106881670413726	Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus 757
G001975165	936	2337090	0.0004004980552738662	Corynebacterium pseudotuberculosis MEX1
G900115315	936	2655673	0.00035245303167972863	Capnocytophaga haemolytica DSM 11385
G000183405	936	2216552	0.0004222774832262	Calditerrivibrio nitroreducens DSM 19672
G900115625	935	3614063	0.00025871159412550363	Salibacterium halotolerans S7
G001247715	935	3749125	0.0002493915246890941	Roseovarius tolerans EL-164
G900100945	935	7109178	0.00013152012792477555	Mucilaginibacter gossypii Gh-67
G000981765	935	2495242	0.00037471315407483524	Kangiella geojedonensis YCS-5
G000972865	935	3891720	0.00024025366675917075	Pseudoxanthomonas suwonensis J1
G001556105	934	3942209	0.00023692300433589392	Pseudoxanthomonas mexicana CCH9-G4
G001704955	934	4293006	0.00021756317135359233	Microcystis aeruginosa NIES-2481
G000711875	932	5149006	0.00018100580966501107	Andreprevotia chitinilytica DSM 18519
G000317025	931	4986817	0.00018669223274084452	Pleurocapsa sp. PCC 7327
G000212695	931	4266344	0.00021821962785935686	Cellulomonas fimi ATCC 484
G001654455	931	5627734	0.00016543070443627932	Niabella ginsenosidivorans BS26
G000381965	930	3282720	0.00028330165228834624	Oceanimonas smirnovii ATCC BAA-899
G000687875	930	3403931	0.00027321352871136344	Acidocella facilis ATCC 35904
G900107335	929	3317747	0.0002800092954646632	Nitrosomonas sp. Nm58 IMG-taxon 2675903036 annotated assembly
G000284835	928	2846106	0.0003260595353792164	Ureibacillus thermosphaericus str. Thermo-BF
G001469895	927	4535949	0.00020436737714643618	Pseudoalteromonas sp. XI10 ASM146989v1
G000010345	927	2562277	0.0003617875819046887	Sulfurovum sp. NBC37-1 ASM1034v1
G001457015	925	3615064	0.00025587375493213953	Bacillus cellulasensis NIO-1130
G000331005	924	10825282	8.535574408130892e-05	Streptomyces turgidiscabies Car8
G000317085	923	3583735	0.0002575525255076059	Synechococcus sp. PCC 7502 ASM31708v1
G000316665	923	8728773	0.00010574223891490821	Rivularia sp. PCC 7116 ASM31666v1
G000280015	922	1673902	0.000550808828712792	Bartonella alsatica IBS 382
G000800155	922	4501157	0.000204836223219941	Luteibacter sp. 9133 ASM80015v1
G001601575	921	2282800	0.00040345190117399685	Thermovenabulum gondwanense R270
G001310615	921	4050148	0.0002273990975144612	Thalassobacillus sp. C254 JCM 19033
G000190755	920	4848329	0.00018975609947262243	Methylobacter tundripaludum SV96
G900129155	920	5038537	0.00018259268513856305	Marinomonas polaris DSM 16579
G000272145	919	4239624	0.00021676450553162263	Vibrio genomosp. F6 str. FF-238
G001513285	919	1540930	0.0005963930872914409	Rikenellaceae bacterium DTU049 ASM151328v1
G001876255	919	2369434	0.00038785634037495875	Corynebacterium diphtheriae ST395-SA-1980-6853
G000519325	917	5521807	0.000166068824933577	Patulibacter minatonensis DSM 18081
G000565215	917	1075953	0.000852267710578436	Spiroplasma sabaudiense Ar-1343
G900129715	916	3784473	0.0002420416264034649	Fibrobacter sp. UWH9 IMG-taxon 2700988686 annotated assembly
G000963865	915	3274259	0.0002794525417812091	Muricauda lutaonensis CC-HSB-11
G001706385	914	5029889	0.00018171375153606768	Microcystis aeruginosa CACIAM 03
G000455245	913	2672431	0.00034163650997911637	Nesterenkonia massiliensis NP1
G000507865	913	1932823	0.000472366067663723	Helicobacter canis NCTC 12740
G000421545	912	3730505	0.00024447092283752465	Agromyces italicus DSM 16388
G000425945	912	6640086	0.0001373476186904808	Solirubrobacter sp. URHD0082 ASM42594v1
G000367525	912	3174691	0.0002872720526186643	Tetrasphaera elongata Lp2
G000525975	911	3216749	0.00028320518635429747	Listeria rocourtiae FSL F6-920
G001550135	911	4807552	0.00018949353017918476	Pseudoalteromonas shioyasakiensis JCM 18891
G000309945	910	5530491	0.00016454235256869597	Oscillatoriales cyanobacterium JSC-12 ASM30994v1
G900099655	910	3917616	0.0002322841238140747	Planomicrobium glaciei CGMCC 1.6846
G000284035	908	6194645	0.00014657821392509174	Nocardia cyriacigeorgica GUH-2
G000423325	908	2722122	0.0003335633009835709	Lysobacter defluvii IMMIB APB-9 = DSM 18482
G000817325	907	2744626	0.00033046396849698283	Synechococcus sp. UTEX 2973 ASM81732v1
G000196135	907	2110355	0.0004297855100208259	Wolinella succinogenes DSM 1740 DSMZ 1740
G000327045	906	4137521	0.00021897169827053445	Thioflavicoccus mobilis 8321
G000471045	905	3000939	0.0003015722745447342	actinobacterium LLX17 LLX17V1
G001899385	905	1841220	0.0004915219256797123	Candidatus Caenarcanum bioreactoricola isolate UASB_169
G000429445	905	5783376	0.00015648299539922702	Algoriphagus terrigena DSM 22685
G000467125	904	4745539	0.0001904946940695251	Vibrio proteolyticus NBRC 13287
G000007105	904	2056363	0.00043961109979123334	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821 ZM4
G000021825	903	6554169	0.00013777490327149025	Cyanothece sp. PCC 7424 ASM2182v1
G000153305	901	4053139	0.00022229684202787025	Oceanicola granulosus HTCC2516
G000430645	901	6245252	0.00014426959872876227	Aquimarina latercula DSM 2041
G000314735	900	4203290	0.000214117988528034	Afipia felis ATCC 53690
G001937155	899	4110743	0.0002186952577672698	Salinicola sp. MH3R3-1 ASM193715v1
G000331515	898	5536962	0.00016218279988195692	Photobacterium marinum AK15
G000315075	897	5335596	0.0001681161767120299	Paraglaciecola psychrophila 170 ASM31507v1
G000009765	896	9119895	9.824674516537745e-05	Streptomyces avermitilis MA-4680 = NBRC 14893 MA-4680 ASM976v2
G000968465	896	1493666	0.0005998663690543937	Anaplasma phagocytophilum HGE1 mutant
G000420025	895	4470560	0.00020019863283347053	Patulibacter americanus DSM 16676
G000202835	895	4214744	0.0002123497892161422	Acidiphilium multivorum AIU301 ASM20283v1
G000275825	894	4495250	0.00019887659195817807	Saprospira grandis DSM 2844
G000964085	894	4548902	0.00019653094307153681	Luteibacter yeojuensis SU11
G000980735	894	1246945	0.0007169522312531828	bacterium T1.2 ASM98073v1
G000633215	892	3617767	0.00024656093109368295	Microbacterium paraoxydans DH1b
G000204075	890	7105752	0.00012525064201508862	Anabaena variabilis ATCC 29413
G000348925	889	4759956	0.00018676643229475232	Cesiribacter andamanensis AMV16
G000378025	888	5108628	0.00017382357846372842	Xanthobacteraceae bacterium 501b ASM37802v1
G001657475	888	3670653	0.00024191880845179318	Enteractinococcus helveticum UASWS1574
G000706645	887	1534143	0.0005781729604085147	Bartonella rochalimae ATCC BAA-1498
G900116365	887	3892267	0.00022788775795699523	Zhouia amylolytica CGMCC 1.6114
G000010625	886	5842795	0.00015163975460374702	Microcystis aeruginosa NIES-843
G001884705	886	8360800	0.00010597072050521481	Couchioplanes caeruleus subsp. caeruleus DSM 43634
G000219725	885	3239340	0.0002732038007742318	Treponema caldarium DSM 7334
G900113925	885	3801938	0.00023277602107135887	Nitrosomonas sp. Nm34 IMG-taxon 2675903040 annotated assembly
G000763375	884	3369357	0.0002623645995363507	Microbacterium profundi Shh49
G000422345	884	3435542	0.0002573102002537009	Spongiibacter marinus DSM 19753
G001427145	883	3460379	0.00025517436095872737	Microbacterium sp. Root166 Root166
G900104755	883	8269569	0.00010677702792007661	Bradyrhizobium lablabi GAS522
G000468115	882	2826695	0.0003120251742759654	Treponema socranskii subsp. socranskii VPI DR56BR1116 = ATCC 35536
G000183725	882	2819357	0.00031283728878606006	Sulfuricurvum kujiense DSM 16994
G001425575	882	3908067	0.0002256870212307005	Aurantimonas sp. Leaf443 Leaf443
G001736055	881	1178310	0.000747681000755319	Chlamydia psittaci Ho Re upper
G001511815	881	9336224	9.436363137816744e-05	Streptomyces reticuli isolate TUE45
G900095815	880	1686891	0.0005216697462965894	Methanothermobacter wolfeii isolate SIV6
G000757605	879	2720405	0.0003231136540331311	Candidatus Paracaedibacter symbiosus PRA9
G900156415	879	4474059	0.00019646589372200948	Pontibacter lucknowensis DM9
G000158155	878	4208084	0.00020864602512687483	gamma proteobacterium NOR5-3 ASM15815v1
G001429395	878	5690728	0.00015428605970975944	Bosea sp. Root381 Root381
G000687835	877	1219180	0.0007193359471119933	Acholeplasma modicum ATCC 29102
G000007985	876	3814128	0.00022967241791570708	Geobacter sulfurreducens PCA
G000423865	876	1871474	0.0004680802404949254	Thermodesulfovibrio thiophilus DSM 17215
G000498475	876	3113956	0.0002813141868414326	Flavobacterium cauense R2A-7 Fcau1.0
G001936115	876	1842889	0.00047534062008075366	Actinomyces marimammalium DSM 15383
G000190475	875	3843870	0.00022763516976380575	Ornithinibacillus scapharcae TW25
G000317435	875	6960392	0.00012571131051239642	Calothrix sp. PCC 6303
G001534725	875	3423535	0.0002555837752498514	Piscirickettsia salmonis CGR02
G000422685	874	3441043	0.000253992757428489	Flavobacterium gelidilacus DSM 15343
G000378765	874	3001811	0.0002911575712128445	Psychroflexus tropicus DSM 15496
G000014585	873	2606748	0.0003349000363671517	Synechococcus sp. CC9311 ASM1458v1
G001957175	873	4529917	0.0001927187628382595	Colwellia sp. UCD-KL20 ASM195717v1
G000943555	872	4020819	0.00021687123941664622	Tamlana nanhaiensis FHC16
G900101495	872	4459788	0.00019552498908019842	Alkaliphilus peptidifermentans DSM 18978
G001020985	871	3474226	0.0002507033221212437	Corynebacterium mustelae DSM 45274
G001440405	870	8845258	9.835778673725514e-05	Bradyrhizobium valentinum LmjM3
G000426005	870	3223982	0.00026985262324665584	Lysobacter sp. URHA0019 ASM42600v1
G000511935	868	3787699	0.0002291628769867933	Zhouia amylolytica AD3
G001431485	868	3374112	0.0002572528712739826	Stenotrophomonas ginsengisoli DSM 24757
